time,open,high,low,close,tick_volume,spread,real_volume
2024-03-04 03:00:00,1.26654,1.26655,1.2656,1.26597,1908,2,0
2024-03-04 04:00:00,1.26596,1.2665899999999999,1.26559,1.2665600000000001,1258,2,0
2024-03-04 05:00:00,1.26654,1.26663,1.2662,1.26647,1017,2,0
2024-03-04 06:00:00,1.26646,1.26668,1.26621,1.26635,1071,2,0
2024-03-04 07:00:00,1.26634,1.26666,1.26611,1.26624,1146,2,0
2024-03-04 08:00:00,1.26626,1.26672,1.26609,1.26662,1594,2,0
2024-03-04 09:00:00,1.26665,1.26785,1.2663,1.26784,3045,2,0
2024-03-04 10:00:00,1.26784,1.26799,1.26655,1.26695,4441,2,0
2024-03-04 11:00:00,1.26695,1.268,1.26662,1.26777,3687,2,0
2024-03-04 12:00:00,1.2677800000000001,1.26796,1.26729,1.2675,3289,2,0
2024-03-04 13:00:00,1.2675,1.26792,1.26711,1.2677399999999999,2703,2,0
2024-03-04 14:00:00,1.26775,1.26837,1.2671999999999999,1.2674699999999999,2871,2,0
2024-03-04 15:00:00,1.26748,1.26783,1.26658,1.26777,3332,2,0
2024-03-04 16:00:00,1.26776,1.2692999999999999,1.26727,1.26923,4550,2,0
2024-03-04 17:00:00,1.26924,1.27002,1.26867,1.26979,4194,2,0
2024-03-04 18:00:00,1.26979,1.27063,1.26918,1.26986,3462,2,0
2024-03-04 19:00:00,1.26985,1.27016,1.26909,1.26962,2637,2,0
2024-03-04 20:00:00,1.26963,1.26979,1.26912,1.26916,2169,2,0
2024-03-04 21:00:00,1.26918,1.26945,1.26899,1.26908,2165,2,0
2024-03-04 22:00:00,1.26906,1.26939,1.26888,1.26894,1987,2,0
2024-03-04 23:00:00,1.26898,1.26909,1.26855,1.26908,650,2,0
2024-03-05 00:00:00,1.2689,1.26932,1.26855,1.2689599999999999,1361,5,0
2024-03-05 01:00:00,1.26892,1.26933,1.2688,1.26895,845,2,0
2024-03-05 02:00:00,1.2689599999999999,1.26948,1.26886,1.26928,1407,2,0
2024-03-05 03:00:00,1.26928,1.26932,1.2687,1.26901,1931,2,0
2024-03-05 04:00:00,1.26902,1.26909,1.26823,1.26854,1456,2,0
2024-03-05 05:00:00,1.26854,1.26909,1.2684199999999999,1.26898,1645,2,0
2024-03-05 06:00:00,1.26898,1.26908,1.2684,1.26843,1454,2,0
2024-03-05 07:00:00,1.2684199999999999,1.26874,1.26811,1.2683200000000001,1839,2,0
2024-03-05 08:00:00,1.26833,1.26852,1.2674699999999999,1.26769,2095,2,0
2024-03-05 09:00:00,1.2677100000000001,1.2680799999999999,1.26714,1.26767,2591,2,0
2024-03-05 10:00:00,1.26768,1.26819,1.26711,1.2674699999999999,4573,2,0
2024-03-05 11:00:00,1.26748,1.26886,1.26729,1.26856,2841,2,0
2024-03-05 12:00:00,1.26855,1.26894,1.2680500000000001,1.26854,2663,2,0
2024-03-05 13:00:00,1.26854,1.26868,1.2677,1.26777,2687,2,0
2024-03-05 14:00:00,1.2677800000000001,1.26828,1.26741,1.26803,2779,2,0
2024-03-05 15:00:00,1.26802,1.26926,1.26792,1.26911,5391,2,0
2024-03-05 16:00:00,1.26912,1.27044,1.26868,1.2695,6877,2,0
2024-03-05 17:00:00,1.26953,1.27346,1.26953,1.2732299999999999,8008,2,0
2024-03-05 18:00:00,1.27321,1.27331,1.27062,1.27095,4443,2,0
2024-03-05 19:00:00,1.27094,1.27196,1.27081,1.27111,2644,2,0
2024-03-05 20:00:00,1.27111,1.2711299999999999,1.27029,1.2705199999999999,2212,2,0
2024-03-05 21:00:00,1.2705,1.27085,1.26993,1.2702200000000001,2918,2,0
2024-03-05 22:00:00,1.27021,1.27066,1.2696,1.27048,2765,2,0
2024-03-05 23:00:00,1.2704900000000001,1.2707899999999999,1.27026,1.27046,1166,2,0
2024-03-06 00:00:00,1.26984,1.27072,1.2695,1.27024,2426,7,0
2024-03-06 01:00:00,1.2702499999999999,1.2708,1.27016,1.27042,639,3,0
2024-03-06 02:00:00,1.27045,1.27045,1.2693400000000001,1.26969,1846,2,0
2024-03-06 03:00:00,1.26969,1.26979,1.26901,1.2692700000000001,2416,2,0
2024-03-06 04:00:00,1.26928,1.2701,1.26915,1.27,2401,2,0
2024-03-06 05:00:00,1.26999,1.27009,1.26979,1.2699500000000001,1557,2,0
2024-03-06 06:00:00,1.2699500000000001,1.2702499999999999,1.26975,1.27019,971,2,0
2024-03-06 07:00:00,1.2702,1.27066,1.27014,1.27037,1284,2,0
2024-03-06 08:00:00,1.27038,1.27072,1.27026,1.27044,1157,2,0
2024-03-06 09:00:00,1.27048,1.27155,1.27034,1.27107,4209,2,0
2024-03-06 10:00:00,1.27102,1.27256,1.27087,1.27256,4388,2,0
2024-03-06 11:00:00,1.27255,1.27316,1.27202,1.27306,4105,2,0
2024-03-06 12:00:00,1.27306,1.27306,1.27158,1.27211,2751,2,0
2024-03-06 13:00:00,1.2721,1.27275,1.27204,1.2723,2251,2,0
2024-03-06 14:00:00,1.2723200000000001,1.27304,1.27051,1.27068,2891,2,0
2024-03-06 15:00:00,1.27073,1.27268,1.27064,1.2724199999999999,5972,2,0
2024-03-06 16:00:00,1.27243,1.27284,1.27172,1.27244,4378,2,0
2024-03-06 17:00:00,1.27234,1.2747600000000001,1.27165,1.2742200000000001,7326,2,0
2024-03-06 18:00:00,1.2742200000000001,1.27613,1.27385,1.2756,4243,2,0
2024-03-06 19:00:00,1.27561,1.2760799999999999,1.27386,1.27441,3753,2,0
2024-03-06 20:00:00,1.27441,1.2753700000000001,1.27423,1.27474,3722,2,0
2024-03-06 21:00:00,1.27473,1.27473,1.27362,1.27409,4258,2,0
2024-03-06 22:00:00,1.27408,1.2741,1.2732999999999999,1.27385,2832,2,0
2024-03-06 23:00:00,1.27383,1.274,1.27252,1.27292,1290,2,0
2024-03-07 00:00:00,1.27312,1.27338,1.2726,1.27279,1668,5,0
2024-03-07 01:00:00,1.27278,1.27358,1.27268,1.27358,1054,2,0
2024-03-07 02:00:00,1.2735699999999999,1.27398,1.27328,1.2738,2052,2,0
2024-03-07 03:00:00,1.27379,1.27385,1.2728,1.27302,3726,2,0
2024-03-07 04:00:00,1.27299,1.27318,1.2723,1.2730000000000001,2526,2,0
2024-03-07 05:00:00,1.27301,1.27355,1.27275,1.27335,1175,2,0
2024-03-07 06:00:00,1.2733400000000001,1.27403,1.27332,1.2739500000000001,1750,2,0
2024-03-07 07:00:00,1.27396,1.27405,1.27325,1.27336,2047,2,0
2024-03-07 08:00:00,1.27336,1.27406,1.27314,1.27398,2191,2,0
2024-03-07 09:00:00,1.27399,1.27439,1.27324,1.27358,3713,2,0
2024-03-07 10:00:00,1.2735699999999999,1.27412,1.27318,1.27371,3972,2,0
2024-03-07 11:00:00,1.27371,1.27515,1.2729300000000001,1.27502,3846,2,0
2024-03-07 12:00:00,1.27501,1.276,1.27482,1.27599,2731,2,0
2024-03-07 13:00:00,1.2759800000000001,1.27625,1.27489,1.27552,3463,2,0
2024-03-07 14:00:00,1.27549,1.27589,1.2747899999999999,1.27504,2634,2,0
2024-03-07 15:00:00,1.27506,1.27619,1.27445,1.27518,7371,2,0
2024-03-07 16:00:00,1.27519,1.27725,1.2749,1.27683,7341,2,0
2024-03-07 17:00:00,1.27683,1.27909,1.2763200000000001,1.2789,5782,2,0
2024-03-07 18:00:00,1.2789,1.27981,1.27837,1.2793700000000001,4230,2,0
2024-03-07 19:00:00,1.27935,1.2794400000000001,1.27841,1.27921,2662,2,0
2024-03-07 20:00:00,1.27921,1.28084,1.27918,1.28047,2358,2,0
2024-03-07 21:00:00,1.28047,1.28076,1.27999,1.28048,2853,2,0
2024-03-07 22:00:00,1.28047,1.28111,1.2800099999999999,1.28087,2214,2,0
2024-03-07 23:00:00,1.28086,1.28104,1.28042,1.28092,671,2,0
2024-03-08 00:00:00,1.28027,1.28097,1.28004,1.28077,1382,5,0
2024-03-08 01:00:00,1.28068,1.28135,1.28063,1.28135,746,2,0
2024-03-08 02:00:00,1.28136,1.28199,1.28125,1.28142,1634,2,0
2024-03-08 03:00:00,1.28143,1.28163,1.2806,1.28092,2249,2,0
2024-03-08 04:00:00,1.28092,1.2812299999999999,1.28053,1.2806600000000001,1533,2,0
2024-03-08 05:00:00,1.2806600000000001,1.28084,1.28039,1.28076,1129,2,0
2024-03-08 06:00:00,1.28077,1.2812299999999999,1.2806,1.28075,1279,2,0
2024-03-08 07:00:00,1.28074,1.28107,1.28063,1.28098,1843,2,0
2024-03-08 08:00:00,1.28098,1.28113,1.2804,1.28091,1861,2,0
2024-03-08 09:00:00,1.28094,1.28136,1.28009,1.28036,3496,2,0
2024-03-08 10:00:00,1.28037,1.28204,1.2801,1.28202,3518,2,0
2024-03-08 11:00:00,1.28202,1.28293,1.28124,1.28277,3701,2,0
2024-03-08 12:00:00,1.28277,1.28403,1.28229,1.28368,3750,2,0
2024-03-08 13:00:00,1.28372,1.28372,1.28248,1.28297,2506,2,0
2024-03-08 14:00:00,1.28298,1.28397,1.28255,1.28385,2949,2,0
2024-03-08 15:00:00,1.28387,1.28936,1.28258,1.28638,8476,2,0
2024-03-08 16:00:00,1.28639,1.28854,1.28623,1.28786,8713,2,0
2024-03-08 17:00:00,1.28789,1.28864,1.28657,1.28804,5489,2,0
2024-03-08 18:00:00,1.28805,1.28814,1.28431,1.28494,5821,2,0
2024-03-08 19:00:00,1.28494,1.28568,1.28453,1.2848899999999999,5460,2,0
2024-03-08 20:00:00,1.28488,1.2849,1.28409,1.2842799999999999,3594,2,0
2024-03-08 21:00:00,1.2843,1.28576,1.2839800000000001,1.28565,3433,2,0
