time,open,high,low,close,tick_volume,spread,real_volume
2025-05-16 15:45:00,1.32794,1.32834,1.32731,1.3283,781,6,0
2025-05-16 16:00:00,1.32833,1.32896,1.3278400000000001,1.32885,790,6,0
2025-05-16 16:15:00,1.32885,1.32955,1.32834,1.32834,785,6,0
2025-05-16 16:30:00,1.32835,1.32896,1.32806,1.32877,962,6,0
2025-05-16 16:45:00,1.32877,1.3299,1.3287499999999999,1.32939,998,6,0
2025-05-16 17:00:00,1.32935,1.32958,1.32797,1.32834,1289,6,0
2025-05-16 17:15:00,1.32834,1.32888,1.32775,1.32803,962,6,0
2025-05-16 17:30:00,1.32803,1.32833,1.32569,1.32572,1435,7,0
2025-05-16 17:45:00,1.32571,1.32675,1.32529,1.32654,1512,6,0
2025-05-16 18:00:00,1.32654,1.32696,1.32584,1.32676,1148,6,0
2025-05-16 18:15:00,1.32676,1.32676,1.32554,1.32582,1032,6,0
2025-05-16 18:30:00,1.32582,1.3266200000000001,1.32545,1.32634,819,6,0
2025-05-16 18:45:00,1.32634,1.3265,1.32553,1.32556,604,6,0
2025-05-16 19:00:00,1.32556,1.32642,1.3250600000000001,1.3253,1019,6,0
2025-05-16 19:15:00,1.32528,1.32615,1.3250199999999999,1.32591,609,6,0
2025-05-16 19:30:00,1.32591,1.32651,1.32574,1.32644,586,6,0
2025-05-16 19:45:00,1.32644,1.32691,1.32639,1.32683,546,6,0
2025-05-16 20:00:00,1.32687,1.32745,1.32673,1.3272300000000001,596,6,0
2025-05-16 20:15:00,1.3272300000000001,1.32748,1.32703,1.32724,538,6,0
2025-05-16 20:30:00,1.32724,1.32724,1.32681,1.32682,390,6,0
2025-05-16 20:45:00,1.32682,1.32737,1.3268,1.32713,529,6,0
2025-05-16 21:00:00,1.32713,1.3272599999999999,1.32682,1.32687,617,6,0
2025-05-16 21:15:00,1.32687,1.3272599999999999,1.32672,1.32711,545,6,0
2025-05-16 21:30:00,1.32711,1.32755,1.3268900000000001,1.32747,676,6,0
2025-05-16 21:45:00,1.32747,1.32791,1.32747,1.32778,572,6,0
2025-05-16 22:00:00,1.3277700000000001,1.3281399999999999,1.32772,1.32797,443,6,0
2025-05-16 22:15:00,1.32797,1.32832,1.32783,1.32813,479,6,0
2025-05-16 22:30:00,1.32813,1.32821,1.3279,1.328,391,6,0
2025-05-16 22:45:00,1.328,1.328,1.32739,1.3275299999999999,675,6,0
2025-05-16 23:00:00,1.3275299999999999,1.32794,1.32743,1.32762,415,7,0
2025-05-16 23:15:00,1.32762,1.32786,1.3275299999999999,1.32754,287,7,0
2025-05-16 23:30:00,1.32754,1.32798,1.32745,1.32762,429,7,0
2025-05-16 23:45:00,1.3276,1.3283,1.3275299999999999,1.32817,383,29,0
2025-05-19 00:00:00,1.32717,1.32717,1.32654,1.32696,55,167,0
2025-05-19 00:15:00,1.32696,1.3277999999999999,1.32688,1.32737,30,116,0
2025-05-19 00:30:00,1.32737,1.32738,1.32688,1.3271600000000001,41,113,0
2025-05-19 00:45:00,1.3271600000000001,1.3271600000000001,1.327,1.32703,91,166,0
2025-05-19 01:00:00,1.32732,1.32974,1.32701,1.32969,354,6,0
2025-05-19 01:15:00,1.3296999999999999,1.33008,1.3296299999999999,1.32999,250,7,0
2025-05-19 01:30:00,1.33003,1.33017,1.3295,1.32983,315,6,0
2025-05-19 01:45:00,1.32983,1.33042,1.32977,1.33007,230,6,0
2025-05-19 02:00:00,1.33007,1.3301,1.3296999999999999,1.33005,210,6,0
2025-05-19 02:15:00,1.33005,1.3305,1.33002,1.33034,182,6,0
2025-05-19 02:30:00,1.33034,1.33042,1.32937,1.32972,339,6,0
2025-05-19 02:45:00,1.32972,1.3305,1.3295,1.3305,368,6,0
2025-05-19 03:00:00,1.33053,1.3309199999999999,1.32991,1.33025,673,6,0
2025-05-19 03:15:00,1.33025,1.33059,1.33005,1.33047,552,6,0
2025-05-19 03:30:00,1.33047,1.33094,1.33038,1.33064,601,6,0
2025-05-19 03:45:00,1.33064,1.33134,1.33039,1.33127,798,6,0
2025-05-19 04:00:00,1.33128,1.3314,1.33023,1.33049,712,6,0
2025-05-19 04:15:00,1.33049,1.3305500000000001,1.32983,1.3299699999999999,561,6,0
2025-05-19 04:30:00,1.3299699999999999,1.33035,1.32938,1.33012,527,6,0
2025-05-19 04:45:00,1.33012,1.33018,1.32928,1.32951,536,6,0
2025-05-19 05:00:00,1.32951,1.32982,1.3289900000000001,1.32974,499,6,0
2025-05-19 05:15:00,1.32974,1.33037,1.32974,1.33033,354,6,0
2025-05-19 05:30:00,1.33033,1.33045,1.32957,1.32978,557,6,0
2025-05-19 05:45:00,1.32978,1.3299699999999999,1.32952,1.32965,410,6,0
2025-05-19 06:00:00,1.32965,1.33005,1.32952,1.32985,425,6,0
2025-05-19 06:15:00,1.32985,1.33007,1.3296299999999999,1.32969,411,6,0
2025-05-19 06:30:00,1.32969,1.3299699999999999,1.32962,1.32964,386,6,0
