time,open,high,low,close,tick_volume,spread,real_volume
2019-05-09 20:00:00,0.70873,0.71029,0.70873,0.70896,10109,20,0
2019-05-10 00:00:00,0.70905,0.71278,0.70648,0.7106,82537,20,0
2019-05-10 04:00:00,0.7106,0.71278,0.70862,0.70887,19836,20,0
2019-05-10 08:00:00,0.70888,0.71047,0.70826,0.70918,12303,20,0
2019-05-10 12:00:00,0.70918,0.70988,0.70745,0.70838,13702,16,0
2019-05-10 16:00:00,0.70838,0.70921,0.70643,0.70785,19684,20,0
2019-05-10 20:00:00,0.70785,0.70935,0.70749,0.70787,11206,20,0
2019-05-13 00:00:00,0.70672,0.70817,0.69769,0.70576,67049,20,0
2019-05-13 04:00:00,0.70576,0.70614,0.70488,0.70562,6986,20,0
2019-05-13 08:00:00,0.70562,0.70567,0.70344,0.70419,10547,20,0
2019-05-13 12:00:00,0.70419,0.70477,0.70067,0.70195,15402,20,0
2019-05-13 16:00:00,0.70195,0.70195,0.69812,0.69823,20855,17,0
2019-05-13 20:00:00,0.69823,0.69969,0.69766,0.69852,10329,17,0
2019-05-14 00:00:00,0.6988,0.7014,0.69743,0.70004,56750,20,0
2019-05-14 04:00:00,0.70004,0.70041,0.69939,0.69957,8398,20,0
2019-05-14 08:00:00,0.69956,0.70056,0.69887,0.69963,10260,20,0
2019-05-14 12:00:00,0.69964,0.70023,0.69852,0.69934,11521,20,0
2019-05-14 16:00:00,0.69934,0.70137,0.69872,0.70087,14945,20,0
2019-05-14 20:00:00,0.70087,0.70127,0.70007,0.70007,6045,20,0
2019-05-15 00:00:00,0.70026,0.7004,0.69607,0.69848,55232,20,0
2019-05-15 04:00:00,0.69848,0.69952,0.6979,0.69879,8179,17,0
2019-05-15 08:00:00,0.6988,0.69931,0.69623,0.69652,9921,20,0
2019-05-15 12:00:00,0.69652,0.69756,0.69604,0.69734,13489,20,0
2019-05-15 16:00:00,0.69734,0.69948,0.69718,0.69892,20361,20,0
2019-05-15 20:00:00,0.69892,0.69949,0.69829,0.69852,6062,17,0
2019-05-16 00:00:00,0.69846,0.69925,0.69474,0.69775,50824,13,0
2019-05-16 04:00:00,0.69775,0.6979,0.69462,0.69714,9316,20,0
2019-05-16 08:00:00,0.69714,0.69924,0.69609,0.69862,8940,20,0
2019-05-16 12:00:00,0.69861,0.69923,0.6971,0.69797,12488,20,0
2019-05-16 16:00:00,0.69799,0.69824,0.69668,0.6967,12513,15,0
2019-05-16 20:00:00,0.6967,0.69675,0.69555,0.69563,7145,20,0
2019-05-17 00:00:00,0.69577,0.69655,0.69345,0.69572,55527,20,0
2019-05-17 04:00:00,0.69572,0.69655,0.69431,0.69489,7647,20,0
2019-05-17 08:00:00,0.69489,0.69586,0.69358,0.69394,11428,20,0
2019-05-17 12:00:00,0.69394,0.69575,0.69373,0.69533,11992,20,0
2019-05-17 16:00:00,0.69533,0.69582,0.69415,0.69458,15374,20,0
2019-05-17 20:00:00,0.69458,0.69498,0.69341,0.6941,8052,20,0
2019-05-20 00:00:00,0.69811,0.70074,0.6961,0.69904,51497,20,0
2019-05-20 04:00:00,0.69904,0.70033,0.69868,0.70021,7149,20,0
2019-05-20 08:00:00,0.70021,0.70073,0.69828,0.69829,9411,20,0
2019-05-20 12:00:00,0.69829,0.69889,0.697,0.69711,9036,20,0
2019-05-20 16:00:00,0.69711,0.69839,0.69667,0.69679,12498,20,0
