time,open,high,low,close,tick_volume,spread,real_volume
2025-05-16 16:15:00,0.64128,0.64173,0.64096,0.64096,476,4,0
2025-05-16 16:30:00,0.64096,0.64132,0.64081,0.64106,717,4,0
2025-05-16 16:45:00,0.64106,0.64176,0.64106,0.6417,620,4,0
2025-05-16 17:00:00,0.64168,0.64169,0.64078,0.64098,893,4,0
2025-05-16 17:15:00,0.64098,0.64124,0.64067,0.64096,678,4,0
2025-05-16 17:30:00,0.64096,0.64111,0.63948,0.63953,1152,4,0
2025-05-16 17:45:00,0.63953,0.64,0.63938,0.63968,1082,4,0
2025-05-16 18:00:00,0.63968,0.63974,0.63916,0.63966,725,4,0
2025-05-16 18:15:00,0.63966,0.63966,0.63875,0.63897,613,4,0
2025-05-16 18:30:00,0.63897,0.63944,0.63889,0.63917,511,4,0
2025-05-16 18:45:00,0.63917,0.63943,0.63906,0.6393,445,4,0
2025-05-16 19:00:00,0.6393,0.63976,0.63897,0.63916,532,4,0
2025-05-16 19:15:00,0.63916,0.63966,0.63911,0.63955,396,4,0
2025-05-16 19:30:00,0.63955,0.63978,0.63955,0.63976,316,4,0
2025-05-16 19:45:00,0.63975,0.64,0.63966,0.6399,332,4,0
2025-05-16 20:00:00,0.6399,0.64018,0.63982,0.63996,301,4,0
2025-05-16 20:15:00,0.63996,0.64011,0.63993,0.64,312,4,0
2025-05-16 20:30:00,0.64,0.64008,0.63978,0.63981,296,4,0
2025-05-16 20:45:00,0.63981,0.6402,0.63976,0.63994,327,4,0
2025-05-16 21:00:00,0.63994,0.64008,0.63982,0.63985,290,4,0
2025-05-16 21:15:00,0.63985,0.64008,0.63971,0.64,255,4,0
2025-05-16 21:30:00,0.64,0.64035,0.63989,0.64032,305,4,0
2025-05-16 21:45:00,0.64033,0.64057,0.64032,0.6405,299,4,0
2025-05-16 22:00:00,0.6405,0.64071,0.64047,0.6405,230,4,0
2025-05-16 22:15:00,0.6405,0.64065,0.64044,0.64051,268,4,0
2025-05-16 22:30:00,0.64051,0.64061,0.64044,0.64056,268,4,0
