time,open,high,low,close,tick_volume,spread,real_volume
2024-03-04 04:00:00,0.88452,0.88506,0.88427,0.88501,2333,5,0
2024-03-04 05:00:00,0.88502,0.88506,0.88437,0.88438,1282,6,0
2024-03-04 06:00:00,0.88438,0.88442,0.884,0.88413,839,6,0
2024-03-04 07:00:00,0.88414,0.88431,0.88388,0.8839,1405,5,0
2024-03-04 08:00:00,0.88389,0.88511,0.88387,0.88491,1806,5,0
2024-03-04 09:00:00,0.88494,0.88505,0.88417,0.88463,2926,5,0
2024-03-04 10:00:00,0.88464,0.88502,0.8841,0.88426,2741,5,0
2024-03-04 11:00:00,0.88424,0.88486,0.88411,0.88465,2688,4,0
2024-03-04 12:00:00,0.88464,0.88475,0.8842,0.88436,2451,6,0
2024-03-04 13:00:00,0.88436,0.8847,0.8842,0.88469,2282,5,0
2024-03-04 14:00:00,0.8847,0.88518,0.88445,0.88466,2610,5,0
2024-03-04 15:00:00,0.88467,0.88475,0.88401,0.88411,6066,6,0
2024-03-04 16:00:00,0.88411,0.88462,0.88354,0.88455,6151,6,0
2024-03-04 17:00:00,0.88456,0.88474,0.88383,0.884,6787,6,0
2024-03-04 18:00:00,0.88399,0.88452,0.8838,0.88442,5100,6,0
2024-03-04 19:00:00,0.88442,0.88448,0.88389,0.88408,3759,6,0
2024-03-04 20:00:00,0.8841,0.88422,0.8839,0.88415,2922,6,0
2024-03-04 21:00:00,0.88414,0.88419,0.88375,0.88399,2984,6,0
2024-03-04 22:00:00,0.88399,0.8841,0.88357,0.88359,3417,6,0
2024-03-04 23:00:00,0.88359,0.88367,0.88342,0.88352,1088,6,0
2024-03-05 00:00:00,0.88324,0.88367,0.88302,0.88331,1956,38,0
2024-03-05 01:00:00,0.88352,0.88359,0.8829,0.88329,1306,6,0
2024-03-05 02:00:00,0.88333,0.88376,0.88319,0.88358,2513,6,0
2024-03-05 03:00:00,0.88359,0.88377,0.8831,0.88335,3735,6,0
2024-03-05 04:00:00,0.88334,0.88349,0.88258,0.88277,2785,6,0
2024-03-05 05:00:00,0.88277,0.88332,0.88259,0.88299,2332,6,0
2024-03-05 06:00:00,0.88301,0.8831,0.88274,0.88305,1744,6,0
2024-03-05 07:00:00,0.88306,0.88306,0.88161,0.88163,2552,6,0
2024-03-05 08:00:00,0.88163,0.8819,0.88052,0.88096,3255,6,0
2024-03-05 09:00:00,0.88098,0.88175,0.88077,0.88161,2935,6,0
2024-03-05 10:00:00,0.8816,0.88193,0.8812,0.88127,4360,6,0
2024-03-05 11:00:00,0.88126,0.88167,0.88112,0.88135,3820,6,0
2024-03-05 12:00:00,0.88136,0.88239,0.88125,0.88194,3227,6,0
2024-03-05 13:00:00,0.88192,0.88231,0.88164,0.88206,3015,6,0
2024-03-05 14:00:00,0.88207,0.8825,0.88199,0.88222,3325,6,0
2024-03-05 15:00:00,0.88223,0.88264,0.88202,0.88244,5617,6,0
2024-03-05 16:00:00,0.88244,0.88274,0.88159,0.88181,6803,6,0
2024-03-05 17:00:00,0.88197,0.88481,0.88185,0.88475,8127,6,0
2024-03-05 18:00:00,0.88476,0.88476,0.88285,0.88337,6659,6,0
2024-03-05 19:00:00,0.88336,0.8841,0.88316,0.88384,5448,6,0
2024-03-05 20:00:00,0.88386,0.88423,0.88369,0.88416,6180,6,0
2024-03-05 21:00:00,0.88415,0.88425,0.88378,0.88404,5937,6,0
2024-03-05 22:00:00,0.88404,0.88441,0.8837,0.88432,5295,6,0
